date,bronze_correction_trips_removed,bronze_distance_km_mean,bronze_distance_km_std,bronze_duration_mean,bronze_duration_std,bronze_excessive_daily_events_units,bronze_idle_time_invalid_corrected,bronze_ingestion_duration_sec,bronze_input_rows,bronze_mean_fuel_consumption_ecol,bronze_mean_fuel_consumption_ecor,bronze_mean_fuel_consumption_fms_high,bronze_negative_fuel_events,bronze_std_fuel_consumption_ecol,bronze_std_fuel_consumption_ecor,bronze_std_fuel_consumption_fms_high,bronze_survival_rate,mean_fuel_per_100km,mean_idling_per_100km,raw_avg_speed_mean,raw_avg_speed_std,raw_distance_mean,raw_ingestion_duration_sec,raw_max_trip_end_ts,raw_mean_fuel_consumption_ecor,raw_mean_fuel_consumption_fms_high,raw_min_trip_start_ts,raw_null_count_avg_speed,raw_std_fuel_consumption_ecol,raw_std_fuel_consumption_ecor,raw_std_fuel_consumption_fms_high,silver_avg_speed_imputed,silver_fuel_ecol_available,silver_ingestion_duration_sec,silver_ml_imputed_fuel_mean,silver_ml_imputed_fuel_std,silver_ml_percentage_error_mean,silver_ml_prediction_mean,silver_ml_residual_std,silver_vehicle_info_join_miss_rate,silver_vehicle_type_nulls
2025-10-20,-0.1238971671461403,-0.9405500505764411,-1.0550920126450989,-0.5164278321239151,-0.4786607188761967,0.2605219404938134,-0.10299985543143263,3.548681254892911,0.6573998068493196,0.0367610972718543,0.4799623316804988,0.05976823977398741,-0.0957826285221151,0.7780781690486126,0.27747242386767157,-0.41704855110515265,-0.19230654048486967,0.4322921765370379,-0.627904106275004,-0.04824606790284194,1.019354070629583,-0.6537033408118462,1.284586706733155,-1.7199099059902647,-0.7051618113268393,0.10787077568602361,-0.13710344308519948,0.007233658278119284,0.6646460761852838,-1.0421464554199003,-0.17116010651152583,0.029346627637194908,0.8438292839462028,6.833260879273019,0.6471756561942251,0.38009552115400047,0.8725973317724103,0.924720539028963,0.7655180113121384,-1.6976718162323188,0.015774274298691097
2025-10-21,-0.12098522739188827,-0.950781523071012,-1.0746325643116506,-0.40211941829168796,-0.26121031344586254,0.5991309978826459,-0.10139877006200022,3.7421540923947445,0.7973103795102826,-0.6442387742247682,0.5307355876276239,0.11818373989076907,-0.0957826285221151,-0.7611445218164398,0.08221315150029612,-0.17804178280316754,-0.23106071043485138,0.483073372629022,-0.640446792134035,-0.03409782395589181,1.2216143108368793,-0.6902210262067425,1.3029403266148814,-1.6883777343057762,-0.7227079095173288,0.16601079907156463,-0.13565566353082995,0.033592374453233195,-0.6539486885018654,-1.0533330245316639,-0.16733783854784637,0.06414506737472686,0.900384545754207,3.8347521946732455,0.6210684389697985,0.4322776902267465,0.9508305480803709,0.9387400140417431,0.5271499698748783,-1.646159386096872,0.11649063492338943
2025-10-22,-0.12403551722496221,-0.9209319917442773,-1.0383503107097902,-0.37791832091157385,-0.22692862820103438,-0.3387861256811114,-0.1268912286036721,2.986798070286136,0.7880958904124998,0.2826307583416304,0.4629590152024357,-0.2940349951423096,-0.0957826285221151,3.6092170383213853,0.11397589443408063,-0.6986715754870433,-1.296937726896828,0.3463379849566401,-0.7913046980058387,-0.043676218305366714,1.1419499538293956,-0.6552223604155232,1.2877922151241112,-1.6568455626212877,-0.72448113070632,-0.17825700687291818,-0.13424215783584115,0.017915874833297027,2.5883080685252695,-1.0687231242417712,-0.13418355993186384,-0.07707315844484985,0.41128373941944346,3.2193319195961734,-2.099197942034991,-2.04974553100597,-2.09736081981383,-1.601850534968865,-1.1703561031613692,-1.6495986876313165,-0.22868908209511085
2025-10-23,-0.12360070269152187,-0.9375627912932641,-1.0725208948684875,-0.12558176897142653,0.12496022115002463,-0.3505582484095474,-0.12399564868023052,1.5580307482369924,0.7579424579397105,0.4988765700011303,0.671945332253985,0.3249021984729857,-0.0957826285221151,-0.15122953324656987,0.3200316694105506,-0.1473820779681179,-1.3224403382298529,0.5445165752733147,-0.6412823883299238,-0.0552944991870446,1.0979134054884772,-0.6496621227396229,1.283059441191716,-1.6253133909367992,-0.6990715565383987,0.43360096203425574,-0.13388296132276514,0.018705569164049425,-0.3040845223340802,-1.0519612653289745,-0.16022382680237005,-0.08579609173026335,0.37489758302730586,-0.500258889409128,0.6000553000832772,0.3444038589639446,0.9566434862881563,0.8766466962651301,0.496451699853088,-1.5647326880196497,-0.23414735553653845
2025-10-24,-0.13400331099913262,-0.9441904377495285,-1.0722802299234293,-0.45112297935755225,-0.297130443127056,-1.3539711820624214,-0.14135777300549393,-0.8133832107154505,0.6215458365299655,0.23891756919300688,-0.03298151388183017,-0.9047276942568944,-0.0957826285221151,0.5020163793702511,0.12754445667338576,-0.7829719048020699,-2.4001453214945325,0.4545962759496793,-0.05860538566394095,-0.08584248787478518,-0.21431660553266565,-0.6725658491001628,-0.35550014388235796,-1.5937812192523106,-0.7387968928004323,-0.9018846369877184,-0.13133563755886618,-0.018346035111252393,0.6111569725799374,-0.9795904425073692,-0.17552946516241305,-0.2643503378794923,-0.2756923443736864,-0.5206993839869659,0.4056043173949239,0.025904853014341804,1.0021460600950955,0.4921843549825788,0.6837294119230115,-1.6441792057279951,-0.6557429007350252
2025-10-25,-0.23261397670421022,-0.9389176056121709,-1.0713351063241063,-1.0509692389821375,-1.0689983907863212,-1.78311856516268,-0.1732545730248954,-0.980419450856106,-1.0790488409750452,-2.898062944034969,-1.7322018450895142,-0.4781925573158066,-0.0957826285221151,-1.1921129964386539,-1.3958443100994282,0.31616717555041357,-2.42538022810586,-0.9759264584975499,-0.13846136564813108,-0.1809038930091556,-0.8104845864178213,-0.6731428675998153,-0.4442687355817745,-1.5622490475678223,-0.9222709707721141,-0.4346488895253973,-0.1298180654332954,-0.32171671666029616,-1.0950336470277466,-1.0713323942494644,-0.15185833962074466,-0.6018532213016973,-1.4213792986384837,-0.5820669263469498,-0.26331916514197046,0.09810845561456648,0.49183152579119427,-0.7246774662784969,-1.1353229836049,-2.2392921734785047,-1.5040557956626532
2025-10-26,-0.2666151555994471,-0.8480771810117101,-1.0615407616888626,1.3252434100194446,1.7322412204812463,-1.0844965908787678,-0.18995809485776816,-1.0103181322351378,-1.6677714369417957,-1.1871610730795457,0.2168479963062935,1.1016560992095055,-0.0957826285221151,0.2515430523726604,0.2660208810667419,1.189266891488261,0.5541209881787315,-1.86354047851761,-2.8456762103559288,0.006751087591431834,-0.44514478071165314,-0.6516811034929472,-0.49504897444486196,-1.5307168758833338,-0.7202083633732201,0.8177336681007518,-0.12925130190107353,-0.41957478440353285,0.18226811091203193,-1.0700256973773594,-0.14046472092939352,-0.6665708557411769,-1.4329629064786773,-0.5873891001188488,0.12950642475056798,0.8592631593494808,-0.13810663915242305,-0.25047497415925135,-0.41008156136455004,-1.5371536257708422,-1.5618910628810676
2025-10-27,-0.13249463633007444,-0.9513509248854332,-1.0743319198145103,0.21277872632789116,0.5367311764377921,0.6808937411965106,-0.08974831907591767,-0.7151355605899739,0.6254508670042642,-0.5386580517481773,0.7148020528558697,0.8487265014060403,-0.0957826285221151,0.10208603327388993,0.7331834215708655,0.3522096845276252,0.5631956463354159,0.8314317551615732,-0.3814951138442791,-0.0593450940622417,0.5267157413635651,-0.6875063452939361,-0.3807230590528121,-1.4991847041988453,-0.6514833808712652,0.9304098766032418,-0.12713922381748027,6.199867198408302,0.06824282201266937,-0.97504188590026,-0.12494289537689299,2.503193830731495,1.0937626578157922,-0.49521504118599535,0.7080629769484492,0.39879720512966066,0.8196534612658113,0.8450934422680004,0.8163603954124132,-1.476983008921146,0.28580926791123606
2025-10-28,-0.1349651734518946,-0.9527365416557657,-1.0755574884633585,-0.4057966648234441,-0.2951860958206773,1.1851686711636973,-0.09141753573766634,-0.6825385475925045,0.7570335408503404,-0.3252816561005986,0.7612886712647202,0.7082784590801067,-0.0957826285221151,1.073403757318682,0.9321400630411072,0.2834952503110471,0.5766359439285185,0.8366663667816443,-0.4132941424460402,-0.061376984838530414,0.5808448759321543,-0.6792717579614905,-0.3763937349470546,-1.4676525325143568,-0.6474110592575952,0.7894596874476799,-0.1257810251380299,0.015151944675663625,0.9885065745512802,-0.9706776862115931,-0.14342949046839523,0.16295211168041074,1.2488467251350903,-0.43359775883563123,0.5644331406420019,0.26626073702773106,0.8244761121638052,0.8123162697882457,1.0668676760151807,-1.5870745398637298,0.3605801369718881
2025-10-29,-0.1366517267937238,-0.9579374394214094,-1.0762715665362108,-0.4378365090716009,-0.32098938554548434,1.0802897595830854,-0.10889321221679017,0.7696892661523496,0.7984159165405387,-0.5130293323595116,0.5339218161707621,-0.1435565720172535,-0.0957826285221151,-0.15921012979899188,0.5404625418342472,-0.5768071955678806,0.5406856147939428,0.5317697886150669,-2.6037157351171274,-0.06829186265110564,-0.1853191868958211,-0.6840409027070555,0.11064633095612492,-1.4361203608298683,-0.6816842900293507,-0.06912630682092497,-0.12572765815226775,6.60285675262726,-0.17472053350354697,-0.9936293189902987,-0.17423105086075935,2.7033501646051894,1.2044201821244653,-0.020983982473600993,-2.301098749104905,-2.4029924361031236,-2.156857652537456,-2.0090324003369093,-0.3740114325733125,-1.4394231035832832,0.42970580541846093
2025-10-30,-0.13407578008803933,-0.9435092479767334,-1.0734485222488717,-0.15794284020052984,0.07677713967892473,1.3467678104358645,-0.09206478301467091,0.7999517489718025,0.7690453627334746,-0.8751694548908766,0.44908770184545876,-0.29719897308321114,-0.0957826285221151,-0.3746141690752329,0.3697666744523194,-0.6374313003691274,0.5859543167677854,0.4739099571653098,-0.4827229099921198,-0.06203021553735175,0.09933133402621905,-0.6822739806561371,0.10791639883915326,-1.4045881891453798,-0.71057269612321,-0.2216285888578252,-0.12298130350023848,0.0045977866606078934,-0.36985460524306485,-1.0323533701052565,-0.17271829785969606,0.1604705071307637,1.2082359588247644,-0.04819023739682434,0.5319613405561763,-0.12598220361139467,0.9668422359927659,0.6161700061677139,0.5534240788096161,-1.3742322668540674,0.44174391533722596
2025-10-31,-0.15577697816610758,-0.9538277869850219,-1.0739129944421637,0.422210426977533,0.951705740650043,0.7502422459967518,-0.11581989360227786,0.5738958042329484,0.41022333347096873,-0.8960334273369265,-0.8714727989789104,-2.2737033161773557,-0.0957826285221151,-0.3245739778393067,-0.10207545933026917,-1.9869109353662557,0.5623970736050158,0.0544700711811706,-1.8415085376066194,-0.0873100421154189,-0.591731665939352,-0.6874950374053282,0.05127139320257148,-1.3730560174608915,-0.8108674711755354,-2.207320672478131,-0.12179232391802308,4.686866218411753,0.10108155349092421,-1.004759676499882,-0.20118816545154472,1.8721759039306411,0.6751174426972651,-0.08540301996215065,0.219690881456358,-0.4083922175374788,1.1261335602721336,-0.2571001992725509,0.9325228697279185,-1.771592312277664,0.029233030729608468
2025-11-01,-0.23965006642715403,-0.9001676356563552,-1.0649870826286216,-0.19377669773120643,0.3390289186289732,-0.9663472864042826,-0.15613090822273895,-0.5663572291094242,-1.1817874415151108,-3.022373461422018,-2.329472960464925,-1.1758918522019368,-0.0957826285221151,-1.0645784747616067,-2.061335683290109,-0.05254166500704215,-0.16091406421269422,-1.3609944867774757,0.022379593484174093,-0.22661936678348454,-0.9974069987139835,-0.6812698824372219,-0.2761011461133138,-1.341523845776403,-0.9689859398185947,-1.1668823300874105,-0.12014543264094926,-0.33739321628023233,-1.0392649352399275,-1.0671884894104433,-0.16374496779604802,-0.5265048034625078,-1.2404024608528703,-0.35657413051402703,-0.47219085529450927,0.0473364308208644,-0.07419076723000043,-1.1591849057493457,-1.65178071116222,-1.9479891889264056,-1.2942861225129938
2025-11-02,-0.2584788533449194,-0.8225773648982618,-1.0575734858234527,0.3447108270806867,0.6924245114206876,-1.3235777015635501,-0.1871420014420289,-0.803588860971683,-1.5398510795770566,-1.4010530818999667,-0.09261430190982782,0.08432393044416249,-0.0957826285221151,-0.267231974535251,-0.1412267624126579,0.9177404881354972,-0.9470994178578117,-2.0203417308860274,-1.3469753297225746,-0.025609910401786517,-0.5293827150424697,-0.7007777557610395,-0.37652455399140206,-1.3099916740919144,-0.7449345007989703,-0.1665044655671488,-0.12158469223121801,-0.40318329126791547,-0.276971279692503,-1.0702916951921149,-0.1505085947581549,-0.6670559814426117,-1.4568115108555464,-0.3971610355513558,0.14050060667351588,1.0337662635700502,-0.3320683792510463,-0.07344833507249846,-0.5829052045082252,-1.1272053679774154,-1.5436095853957381
2025-11-03,-0.0662381247723536,-0.9555302138155991,-1.0766778173367113,-0.5393305619875696,-0.5215646742412438,0.7979728526956834,-0.09375671010719168,1.0106254662889929,1.8230938963817407,-0.5483469462670092,0.47103907205493745,0.14163618262572542,-0.0957826285221151,0.40289203383467503,0.33559234217392736,-0.37299460290106196,-1.530293421931314,0.5663149618121717,-0.6501155585512979,-0.05083255377951001,-0.43075512227780294,-0.667505554809931,0.36350799685860263,-1.278459502407426,-0.7044162887371812,0.16675955589250274,-0.118415766760088,0.19449793011653987,0.45708639995850364,-1.0404991376966854,-0.17046887763501328,0.14461062843001185,1.0291670093893008,-0.038973717856932155,0.7857747619779288,0.489396122739945,0.9776742786991584,0.91158044943906,0.8365269903120887,-0.933282469536159,0.5045514453481736
2025-11-04,-0.10298654094705449,-0.9448692104671302,-1.057664927885387,0.1387441796122641,0.48025488839933855,1.1106832400819566,-0.08610329493699709,1.0147573603559936,1.3571925032688412,-0.8234963243263055,0.40402865486554446,0.01730307341859259,-0.0957826285221151,-0.09076607483680557,0.3429326173048716,-0.47531591173008275,-0.49759688310619804,0.5186442191398848,-0.5684418905708948,-0.06355760812699912,-0.25825585314885985,-0.6901514351860241,0.2681827726281966,-1.2469273307229374,-0.7202477314365352,-0.020200005082511616,-0.11708581168079714,0.11018205299120587,0.08705177219808301,-1.052021337637745,-0.1720855799098918,0.20539128121554018,1.2616568326289515,0.006018638710670841,0.7410417425349167,0.5142998902027657,0.9822499406949907,0.8944809821089098,0.8912239079830713,-0.8034145981830766,0.686917594987104
2025-11-05,-0.128970003369611,-0.9386102237644413,-1.0735308965326587,-0.021485881839908894,0.27035517145955523,0.8987850309701082,-0.08736372384484813,0.7855360196639612,0.8263280257311411,-0.6059145000101167,0.4668551080870966,-0.25354377976312076,-0.0957826285221151,-0.26155673663369267,0.3751660716129828,-0.6099626861853916,0.5854367287717455,0.5029243219181918,-0.5803610134937827,-0.05881249778101237,-0.12363547272202524,-0.688186209350012,0.13869728878270587,-1.215395159038449,-0.7124085098289796,-0.1998659120779505,-0.11458603481333153,0.026325052301309073,-0.2689498392896013,-1.055531128299411,-0.17513242483460853,0.1965563958451802,1.1426863662231983,-0.008467302022158693,-2.117498298606419,-2.111487693880876,-2.131487298894967,-1.6601168672788778,-0.8550108400615577,-0.7709129834061813,0.6868054386835131
2025-11-06,-0.13594680020163113,-0.9390871731828677,-1.0738808142863443,-0.43938745485387454,-0.3448646597546651,0.7836322668264977,-0.11066462581701325,0.806800615745339,0.8372112635579813,-0.6192720742928718,0.4025774947672141,-0.22502949092779898,-0.0957826285221151,-0.5184902176637562,0.4628306285548491,-0.7362974415971634,0.5745563788979842,-0.14632568717806052,-1.0852404807306544,-0.060632362055738756,0.3744490963582652,-0.6508471467929641,0.18992355543958353,-1.1838629873539606,-0.7217263822795525,-0.16934786181971428,-0.11321795814893701,-0.012743473980914414,-0.5057911095623507,-1.0564430660562936,-0.17585731419043404,1.336004716430489,1.1255153710718524,0.01152569257122138,0.8857262987675123,0.6512534051308291,0.9389914419853994,1.0436337288999256,1.1875877532881005,-0.7662598690528732,0.694020827547866
2025-11-07,-0.14930087685744303,-0.9516441580429207,-1.0281075798771948,0.3574083251046587,0.7961809418671713,0.7519545547572517,-0.12066857057211923,0.735701936393128,0.7066815507140123,-0.6654891734805082,-0.19834874375618358,-1.4367695818902577,-0.0957826285221151,-0.5281857534561206,-0.06724322067547821,-1.2480205892096725,0.5655920467056933,0.2552678163944134,-0.09899712189896448,0.057796966984646016,-0.36249063088369154,-0.6671519440138872,0.1368701803005825,-1.152330815669472,-0.7806966080465062,-1.3774260399043865,-0.1123171538230714,-0.061661836307522574,-0.5124768472995742,-1.0688839254326852,-0.18562075513396167,-0.06549544699330102,0.8287024548843029,-0.030784913170132586,0.9000278235865987,0.4391434356282502,1.0747326165533753,0.9553384288963266,1.1754332448626725,-0.6862356443017184,0.6009684810018845
2025-11-08,-0.2416396723225932,-0.9409121898244167,-1.0691086763725548,-0.6709144243558882,-0.42699833853333463,-0.9177605253251011,0.29353562106465814,-0.2769626743793826,-1.0657017320208393,-2.7185949705295798,-1.5281091432781173,-0.8460789382319078,-0.0957826285221151,-1.2739913275918142,-1.4472599028509225,0.17190589244977075,0.49509489456714667,-0.9115565591914373,-0.03426925620458269,-0.1994567000510035,-0.6842267892767345,-0.6682087063699123,-0.10538245798049216,-1.1207986439849835,-0.9039825489689657,-0.9771849374218479,-0.11371405609655831,-0.3621512007038211,-1.2425839115733202,-1.0709994852116298,-0.1614756442728048,-0.46981506644773224,-1.0994912784203974,-0.2616957041913292,-0.16098974784170078,0.22586109983780153,0.5511911540963318,-0.5633135771450276,-1.0355740218694318,-1.3727399593041614,-1.0695248901166736
2025-11-09,-0.2674518441713702,-0.8098736757146378,-1.0556852726232717,0.37108908120489137,0.6767469025229825,-1.3066686525536149,-0.1884932720729683,-0.7187943995186646,-1.6681092199171639,-1.4498651961656122,0.10342683117039357,0.728070374447319,-0.0957826285221151,-0.18041481782133378,0.387598440268709,1.312321599750484,0.5190466577334594,-1.9502088754002447,-0.8984227557918979,-0.025659973517051085,-0.24659932162934622,-0.6595957065836242,-0.17400256555217553,-1.089266472300495,-0.725889274875291,0.4539495550011256,-0.10901911937033076,-0.4244623520181896,-0.22354689534396877,-1.069970824053778,-0.14195174462504603,-0.6680868735581605,-1.4660783971277014,-0.21839104385917316,0.1437141855611444,0.9532842140747473,-0.13211035264175636,0.03486918196028427,-0.17388453326708472,-0.8523396607075379,-1.524804711826984
2025-11-10,-0.15026932740919652,-0.9499643790474003,-1.0563550320772155,0.17399573131326923,0.4943505961439155,0.3007611963655583,-0.12087296444906805,1.1565288397944011,0.5337013765669004,-0.34501192591226276,0.43975844806451614,0.02107453390519177,-0.0957826285221151,0.37457694615587556,0.14547044493760286,-0.578295500057148,0.576871332651,1.5724700143532553,0.7610028243169568,-0.05629466197583147,0.2974435379642588,-0.6670656099369561,0.26086959117399494,-1.0577343006160065,-0.718041676734875,0.04145838921720626,-0.10760204078717067,-0.06419099247493229,0.3287514104122706,-1.043722771591819,-0.1751012874879805,-0.16300104831148202,1.0316200086966358,0.21619317887047537,0.5339600998287567,0.12829101351253577,0.6491625864019789,0.7410494495923011,0.5998491816797551,-0.32712906540354053,0.5573022934704637
2025-11-11,-0.16493443576432096,-0.8503955134917556,-1.0123539409762181,-0.021575165377453756,0.18107192757704108,-0.08022750284564384,-0.13960906983604293,0.9238218612645605,0.2913294878978905,-0.7994724228569259,0.7880455808352942,0.24499993081177326,-0.0957826285221151,-0.16384462345554057,-1.2880466254519196,-0.2562581241425355,0.6164356051216325,-2.313873806709689,-3.0173972265926925,-0.07390866609791617,-0.02207013159311038,-0.6731211462031365,0.2006721483356603,-1.0262021289315182,-0.6748327486408325,0.30797753347666434,-0.10630071731399457,-0.12978897965243236,-0.17602489480178893,-1.053513521875351,-0.16714148884075308,4.172380758602739,1.036117174093417,0.18077992652632968,1.5340087744959248,1.517036964989916,0.7520014127875992,2.332863450678779,0.1562318478174042,-0.14195247531394986,0.39456349695995446
2025-11-12,-0.13771899883035013,-0.9452387496565657,-1.0752072627589238,0.1902755346072504,0.5644107556456306,0.8514825014613017,2.8668431766348763,1.3353359172298724,0.8321373167318222,-0.17527081094771,0.6357077812730993,-0.04500092968898468,-0.0957826285221151,-0.2158835001840352,0.5557635867518689,-0.4184544833434232,0.5611941481185149,0.5520178938899923,0.19447059597455849,0.36586927467747504,-0.1568450067106546,-0.6545372754146531,0.4710168097918678,-0.9946699572470297,-0.6923283131378669,0.017028902304516057,-3.288498255481754,-0.006511291694976551,0.05701534673469627,-1.0195959601797044,-0.16891611331439743,-0.19116166234572873,1.2012857941206483,0.29766026343918633,-2.111926094380651,-2.0336352829064754,-2.122561792364107,-1.6775184193509098,-0.7161545522483004,-0.5070858483378361,0.7698384887753672
2025-11-13,-0.13870721367907818,-0.9568573985231303,-1.0763416672778812,1.6294864148408783,-0.3648856120188031,-0.10334367111239094,-0.12488135548034207,1.2384782836436459,0.8706071245064794,0.291038876354312,0.5407274448176158,-0.15727547404977185,-0.0957826285221151,-0.09686486591180675,0.5720611083177353,-0.7128835638589277,-0.5740289856455463,0.47975714419455057,-0.6141415127697226,-0.06820403993408551,-0.016109687771879502,-0.6780089273308194,0.34976316111326033,-0.9303107510871202,-0.6773677199566184,-0.035161147468600044,-0.10345238176339282,-0.00559353882410214,-0.06771329964766197,-0.9580106060138265,-0.1738150742228999,0.031203166379224094,0.6970581587239849,-0.2843467165066706,0.7201051724838776,0.4246973147537943,0.8976198550780202,0.9041130096610855,1.035430314126128,-0.53035577678868,0.37041250625336386
2025-11-14,-0.14882653373005356,-0.9410135901758703,-1.0726306194149797,2.954525097311294,-0.42420319440884247,-0.600983404632641,-0.14026767232843357,-0.7364777232487679,0.7457095286505251,0.5024126693219477,-0.07151362810104807,-1.1697040596741766,-0.0957826285221151,-0.07639391345771358,-0.06970280451437791,-1.3911953349225643,-1.3471279361748654,0.3727742218091624,-0.12332332588729077,-0.09636494826762763,-0.28325407617762316,-0.6617108857193453,-0.4075341039428651,-0.8987785794026317,-0.6935315279831217,-1.1602172620070856,-0.1021950807992232,-0.04632682612791177,-0.1959155923738096,-0.8916254883470183,-0.18846020740416872,-0.10199649135606073,0.11624243384274714,-0.5068017226157332,0.5611613812610409,0.13721671151691284,0.9964000853470951,0.5523367292648895,0.6324890491689888,-0.48292865081409303,0.00706346805312513
